protein_name1,protein_name2
Q06103,O94742
O94742,Q06103
P41441,P16919
P16919,P41441
P01106,Q99959
Q99959,P01106
Q9NQC7,Q9UKK3
Q9UKK3,Q9NQC7
Q06190,Q15257
Q15257,Q06190
Q9H2C0,Q9BYW2
Q9BYW2,Q9H2C0
Q01860,P31483
P31483,Q01860
P39394,P0AE42
P0AE42,P39394
P40986,P32502
P32502,P40986
P0CAP2,P35998
P35998,P0CAP2
Q6EEV4,P35998
P35998,Q6EEV4
Q92616,Q9NY72
Q9NY72,Q92616
Q6P1M3,Q15649
Q15649,Q6P1M3
P35573,O94992
O94992,P35573
Q9W4X7,Q7JVI3
Q7JVI3,Q9W4X7
P36224,P38205
P38205,P36224
Q5BKX5,Q96K80
Q96K80,Q5BKX5
Q8C0J2,Q8VDP2
Q8VDP2,Q8C0J2
P53992,Q7Z392
Q7Z392,P53992
Q9UNM6,P51665
P51665,Q9UNM6
Q9Y2S2,P42858
P42858,Q9Y2S2
Q46899,P31678
P31678,Q46899
P36837,P24186
P24186,P36837
Q9UII6,P07237
P07237,Q9UII6
P26785,Q07468
Q07468,P26785
P28632,P0A6U5
P0A6U5,P28632
Q66LE6,Q5VY09
Q5VY09,Q66LE6
P39011,Q01519
Q01519,P39011
Q13616,O94832
O94832,Q13616
Q9P7J3,O42645
O42645,Q9P7J3
P41735,P40106
P40106,P41735
P15700,P18480
P18480,P15700
Q9BYR3,Q5T5B0
Q5T5B0,Q9BYR3
P52893,P24784
P24784,P52893
P03817,P0A729
P0A729,P03817
P00374,Q12933
Q12933,P00374
Q96GQ5,Q9Y320
Q9Y320,Q96GQ5
P0A9M0,P39332
P39332,P0A9M0
P46957,P15436
P15436,P46957
P41697,P53170
P53170,P41697
O00400,Q8IVS2
Q8IVS2,O00400
Q8IZL8,Q9NQB0
Q9NQB0,Q8IZL8
Q12354,P47130
P47130,Q12354
P00546,P00546
P30566,Q9Y4E8
Q9Y4E8,P30566
P55060,Q9NQW7
Q9NQW7,P55060
Q06623,P32563
P32563,Q06623
Q12063,P40500
P40500,Q12063
P08133,Q9BXM7
Q9BXM7,P08133
P19158,Q04472
Q04472,P19158
Q06150,P38334
P38334,Q06150
P18238,P43124
P43124,P18238
P13073,P19105
P19105,P13073
P46098,O43909
O43909,P46098
Q9NWT8,Q9Y3B9
Q9Y3B9,Q9NWT8
P0AA04,P25740
P25740,P0AA04
P31749,P10275
P10275,P31749
P20618,P49721
P49721,P20618
Q96MY7,Q99687
Q99687,Q96MY7
Q99234,P38704
P38704,Q99234
Q9Y312,P37802
P37802,Q9Y312
Q96H55,O00443
O00443,Q96H55
P0A6H8,P76008
P76008,P0A6H8
P16664,P41544
P41544,P16664
P53687,P12954
P12954,P53687
P0C960,P37746
P37746,P0C960
P48362,P25491
P25491,P48362
P78362,Q13247
Q13247,P78362
Q96PY6,Q12888
Q12888,Q96PY6
P01116,P40200
P40200,P01116
Q9UUK1,O94405
O94405,Q9UUK1
P13569,O00232
O00232,P13569
Q92560,Q8NB78
Q8NB78,Q92560
Q03661,Q03707
Q03707,Q03661
O88485,P70175
P70175,O88485
Q9UL63,O75306
O75306,Q9UL63
P0ADZ7,P39369
P39369,P0ADZ7
Q13627,O60299
O60299,Q13627
Q9HCE7,Q64337
Q64337,Q9HCE7
P33400,P43565
P43565,P33400
Q86WU2,Q9Y623
Q9Y623,Q86WU2
P62633,P62917
P62917,P62633
P25348,P46674
P46674,P25348
Q9UGJ0,P14866
P14866,Q9UGJ0
P36655,Q46834
Q46834,P36655
Q6ZUS5,Q15025
Q15025,Q6ZUS5
Q9NWW5,Q5JX71
Q5JX71,Q9NWW5
P40512,Q12250
Q12250,P40512
Q9NPE6,Q9H2L4
Q9H2L4,Q9NPE6
Q9LX88,Q93VB8
Q93VB8,Q9LX88
P00817,P36147
P36147,P00817
Q9Y6J0,Q8IWY9
Q8IWY9,Q9Y6J0
P61604,P34932
P34932,P61604
P77463,P0AFC7
P0AFC7,P77463
P25356,Q05919
Q05919,P25356
P07900,Q9UHD2
Q9UHD2,P07900
O74861,Q9P790
Q9P790,O74861
O95817,P11142
P11142,O95817
P20674,Q8IWL3
Q8IWL3,P20674
P15303,P38968
P38968,P15303
P53038,P34224
P34224,P53038
Q12050,P06778
P06778,Q12050
Q9D0M3,Q9CXZ1
Q9CXZ1,Q9D0M3
Q86B87,Q86B87
Q02336,Q03761
Q03761,Q02336
P40897,P32580
P32580,P40897
P53188,Q3E7A5
Q3E7A5,P53188
P49756,P62249
P62249,P49756
Q99PT1,Q6ZWZ2
Q6ZWZ2,Q99PT1
P40850,P32776
P32776,P40850
P14843,Q08817
Q08817,P14843
P46988,P38262
P38262,P46988
P53012,P48415
P48415,P53012
Q02908,P38839
P38839,Q02908
Q9HC29,Q9H0F6
Q9H0F6,Q9HC29
P60010,Q07879
Q07879,P60010
P36224,P17536
P17536,P36224
P0AGF2,P0AEP3
P0AEP3,P0AGF2
P77747,P52143
P52143,P77747
P31224,P07021
P07021,P31224
P36973,P43618
P43618,P36973
Q13423,P13674
P13674,Q13423
P38313,Q08491
Q08491,P38313
P61316,P55135
P55135,P61316
Q96DX4,P54219
P54219,Q96DX4
P10275,Q9NQU5
Q9NQU5,P10275
Q8N9N5,P04637
P04637,Q8N9N5
Q03518,Q9NUH8
Q9NUH8,Q03518
O00159,P0DTD1
P0DTD1,O00159
P13035,P0A6G3
P0A6G3,P13035
Q13535,Q8IZU3
Q8IZU3,Q13535
P18754,Q13263
Q13263,P18754
P34160,P32605
P32605,P34160
P0A6A3,P75818
P75818,P0A6A3
Q969V6,Q14764
Q14764,Q969V6
Q8L773,Q8H1D2
Q8H1D2,Q8L773
P0AFC3,P0A7A5
P0A7A5,P0AFC3
P38255,P50102
P50102,P38255
Q07864,P12004
P12004,Q07864
Q13547,P46937
P46937,Q13547
P33400,P25042
P25042,P33400
Q04493,O94742
O94742,Q04493
P47017,Q04305
Q04305,P47017
O75530,Q15022
Q15022,O75530
Q7L5N1,Q93034
Q93034,Q7L5N1
P39380,P31665
P31665,P39380
P50273,P39517
P39517,P50273
Q12071,Q99260
Q99260,Q12071
O60883,P26678
P26678,O60883
P06493,Q12931
Q12931,P06493
Q03532,P02400
P02400,Q03532
P02545,Q32P51
Q32P51,P02545
Q9QR71,P0CG48
P0CG48,Q9QR71
P32769,Q12196
Q12196,P32769
O95429,Q9UKQ9
Q9UKQ9,O95429
Q06822,P19658
P19658,Q06822
P23804,P02340
P02340,P23804
Q06703,P38879
P38879,Q06703
Q9FKW2,Q84WP6
Q84WP6,Q9FKW2
P30402,P40075
P40075,P30402
Q9Y2R4,P01106
P01106,Q9Y2R4
O74552,Q9UTD3
Q9UTD3,O74552
P40990,P28519
P28519,P40990
Q9UN86,P49790
P49790,Q9UN86
P38623,Q08723
Q08723,P38623
P35637,P63279
P63279,P35637
Q6IBW4,Q93074
Q93074,Q6IBW4
P36873,O60927
O60927,P36873
Q12672,P52917
P52917,Q12672
O75489,Q8WUK0
Q8WUK0,O75489
Q86VD1,Q9Y6X9
Q9Y6X9,Q86VD1
Q05900,Q12328
Q12328,Q05900
Q9H6Z9,O75600
O75600,Q9H6Z9
Q46817,P37681
P37681,Q46817
Q8TBE0,P60369
P60369,Q8TBE0
Q5BJF6,Q15154
Q15154,Q5BJF6
P13073,P49821
P49821,P13073
P66817,P0AB58
P0AB58,P66817
Q8TCG1,Q96IQ7
Q96IQ7,Q8TCG1
P53829,Q00055
Q00055,P53829
Q99622,P62136
P62136,Q99622
P25559,P46674
P46674,P25559
Q12873,Q8N6T7
Q8N6T7,Q12873
P35193,P43637
P43637,P35193
P54361,P19339
P19339,P54361
Q9Y2X0,O95988
O95988,Q9Y2X0
P32333,P46995
P46995,P32333
Q7LKZ5,Q9URW7
Q9URW7,Q7LKZ5
P12954,P52917
P52917,P12954
Q9BXL5,Q9UHC1
Q9UHC1,Q9BXL5
B2RUR8,P50284
P50284,B2RUR8
P38699,P15731
P15731,P38699
Q13085,Q99608
Q99608,Q13085
P52553,Q07963
Q07963,P52553
Q03957,Q00618
Q00618,Q03957
P43553,P15108
P15108,P43553
Q5VYV7,Q8IY92
Q8IY92,Q5VYV7
O00481,P04155
P04155,O00481
O43395,Q9Y5B9
Q9Y5B9,O43395
Q02804,P38682
P38682,Q02804
Q02554,P24384
P24384,Q02554
O13712,Q9UUD8
Q9UUD8,O13712
P0DTD1,Q2M389
Q2M389,P0DTD1
P37651,P27862
P27862,P37651
O15013,Q13643
Q13643,O15013
P33308,P40469
P40469,P33308
P39196,P0ADY1
P0ADY1,P39196
Q13257,P0DTC4
P0DTC4,Q13257
P51946,Q00534
Q00534,P51946
Q15323,Q13526
Q13526,Q15323
P43405,Q96IP4
Q96IP4,P43405
P06612,P75863
P75863,P06612
P53221,Q12464
Q12464,P53221
Q05543,Q05543
P48439,P25625
P25625,P48439
P38398,P61077
P61077,P38398
P53068,Q12052
Q12052,P53068
O59812,O14145
O14145,O59812
P28632,Q46797
Q46797,P28632
Q8NBS9,Q6PJI9
Q6PJI9,Q8NBS9
Q9BPX3,Q13573
Q13573,Q9BPX3
P48582,Q08003
Q08003,P48582
P38970,P38925
P38925,P38970
P36161,P38886
P38886,P36161
P02931,P02929
P02929,P02931
O13547,P38757
P38757,O13547
P46671,Q03944
Q03944,P46671
P23595,P32904
P32904,P23595
P18760,P60484
P60484,P18760
P68032,Q96F63
Q96F63,P68032
P32787,P53969
P53969,P32787
O60885,Q8WUM0
Q8WUM0,O60885
Q16891,Q9H8K7
Q9H8K7,Q16891
P14741,P09032
P09032,P14741
Q940B0,Q8LBI1
Q8LBI1,Q940B0
P39945,P15705
P15705,P39945
O95433,Q15785
Q15785,O95433
Q39241,C0LGK4
C0LGK4,Q39241
Q15125,P43220
P43220,Q15125
P01308,O00515
O00515,P01308
P54000,Q04600
Q04600,P54000
P39990,Q12059
Q12059,P39990
P00830,Q12487
Q12487,P00830
Q96CW5,P68371
P68371,Q96CW5
Q9NRD1,Q13418
Q13418,Q9NRD1
O75925,Q99816
Q99816,O75925
Q96GQ7,Q00839
Q00839,Q96GQ7
P29469,P53091
P53091,P29469
P12814,P07900
P07900,P12814
Q12468,P53077
P53077,Q12468
Q02884,Q92328
Q92328,Q02884
P0AC47,P33341
P33341,P0AC47
P53301,P38631
P38631,P53301
P53192,P46964
P46964,P53192
P01189,Q99757
Q99757,P01189
P0ACB7,P0A912
P0A912,P0ACB7
P53898,P53872
P53872,P53898
P0AFN2,P77481
P77481,P0AFN2
Q9GZQ8,Q14978
Q14978,Q9GZQ8
Q12467,Q6WNK7
Q6WNK7,Q12467
Q60769,P0CG50
P0CG50,Q60769
P0AC02,P76186
P76186,P0AC02
P31385,P14906
P14906,P31385
Q06512,Q02630
Q02630,Q06512
Q96JC9,O00472
O00472,Q96JC9
Q6J5K9,Q9W1I9
Q9W1I9,Q6J5K9
P34078,Q03707
Q03707,P34078
P27986,P42336
P42336,P27986
P46312,P46312
P40961,P35200
P35200,P40961
Q1X8D7,Q9P2R7
Q9P2R7,Q1X8D7
Q9BSJ2,P83887
P83887,Q9BSJ2
Q9M7Q2,P30187
P30187,Q9M7Q2
Q63844,Q4ACU6
Q4ACU6,Q63844
Q96A65,Q92805
Q92805,Q96A65
Q12527,P38756
P38756,Q12527
P31946,P04049
P04049,P31946
P41817,P39073
P39073,P41817
P38429,Q03433
Q03433,P38429
Q8CHP5,P62082
P62082,Q8CHP5
Q7Z4V5,Q9CSU0
Q9CSU0,Q7Z4V5
P57053,Q68DD2
Q68DD2,P57053
Q00839,O00264
O00264,Q00839
O94533,Q09725
Q09725,O94533
P12023,Q9JIX0
Q9JIX0,P12023
P17076,P16370
P16370,P17076
P31384,P53336
P53336,P31384
P55072,Q9BTA9
Q9BTA9,P55072
P38879,P53852
P53852,P38879
P52923,Q12093
Q12093,P52923
Q03330,P32494
P32494,Q03330
Q99873,Q01844
Q01844,Q99873
Q9BZQ6,P07237
P07237,Q9BZQ6
P32833,Q12488
Q12488,P32833
P38144,P48231
P48231,P38144
P43601,O94742
O94742,P43601
Q15051,O95670
O95670,Q15051
Q04216,P39702
P39702,Q04216
P0ABZ4,P37692
P37692,P0ABZ4
P38878,Q02981
Q02981,P38878
P78317,O75083
O75083,P78317
Q8VYK4,Q8LCG7
Q8LCG7,Q8VYK4
P47912,P38158
P38158,P47912
Q9LUD4,Q9LR33
Q9LR33,Q9LUD4
P69210,P02930
P02930,P69210
P09148,P09158
P09158,P09148
Q12502,P38798
P38798,Q12502
P08151,Q9UMX1
Q9UMX1,P08151
P47160,P11154
P11154,P47160
P40532,Q05471
Q05471,P40532
P36594,P37382
P37382,P36594
Q5F1R6,Q99551
Q99551,Q5F1R6
P17106,P22213
P22213,P17106
Q9UJZ1,Q13263
Q13263,Q9UJZ1
P0ACV6,P71241
P71241,P0ACV6
O14654,Q5T2D3
Q5T2D3,O14654
P35845,Q12346
Q12346,P35845
P25584,Q12301
Q12301,P25584
P0AG24,P76165
P76165,P0AG24
P38344,Q03441
Q03441,P38344
Q9WV92,A2CG49
A2CG49,Q9WV92
A1A4Y4,Q9HC29
Q9HC29,A1A4Y4
P42949,Q01852
Q01852,P42949
P32505,Q12334
Q12334,P32505
P36938,P32703
P32703,P36938
Q12060,P53201
P53201,Q12060
P39006,P28584
P28584,P39006
Q96JC9,Q96PK6
Q96PK6,Q96JC9
P03372,P61247
P61247,P03372
P01106,Q7Z3K3
Q7Z3K3,P01106
P53378,Q08956
Q08956,P53378
Q9UNH5,Q6P2Q9
Q6P2Q9,Q9UNH5
P12695,P38876
P38876,P12695
P32794,P38305
P38305,P32794
O13701,Q9Y7V1
Q9Y7V1,O13701
P15034,P0A6J8
P0A6J8,P15034
Q96N67,Q8BGT0
Q8BGT0,Q96N67
P61830,Q03124
Q03124,P61830
Q99299,P05375
P05375,Q99299
P15274,P06773
P06773,P15274
O95696,O43837
O43837,O95696
P17931,P35916
P35916,P17931
O94374,Q9USL4
Q9USL4,O94374
P38236,P28004
P28004,P38236
P0AFC0,P45577
P45577,P0AFC0
P39730,P38697
P38697,P39730
Q9USJ8,P28758
P28758,Q9USJ8
Q9Y7R4,O74498
O74498,Q9Y7R4
O74788,O43028
O43028,O74788
Q86W92,P04629
P04629,Q86W92
P13382,P38798
P38798,P13382
P67910,P77173
P77173,P67910
P62807,Q96RL1
Q96RL1,P62807
Q8WY64,Q8IWB7
Q8IWB7,Q8WY64
O13783,P22987
P22987,O13783
Q9NYJ8,O60907
O60907,Q9NYJ8
Q15013,P53350
P53350,Q15013
P24869,Q04087
Q04087,P24869
P39346,P0ADM0
P0ADM0,P39346
Q9UDY4,P34932
P34932,Q9UDY4
Q02804,P53195
P53195,Q02804
O80725,P43287
P43287,O80725
Q8WXA9,Q9BRL6
Q9BRL6,Q8WXA9
P20457,P38630
P38630,P20457
P49790,P78406
P78406,P49790
P42704,Q9H2W6
Q9H2W6,P42704
P36582,Q9P6R7
Q9P6R7,P36582
P22455,Q15256
Q15256,P22455
Q14697,Q9Z1B7
Q9Z1B7,Q14697
Q02241,Q9Y3U8
Q9Y3U8,Q02241
Q16666,Q9BYG3
Q9BYG3,Q16666
Q00597,P34932
P34932,Q00597
P37020,P38736
P38736,P37020
P16387,Q04477
Q04477,P16387
Q9NX05,P23497
P23497,Q9NX05
Q8N9F7,P02042
P02042,Q8N9F7
O60762,P19838
P19838,O60762
Q8IWT3,Q9GZV4
Q9GZV4,Q8IWT3
P30958,P69423
P69423,P30958
P38753,P40005
P40005,P38753
P20486,Q07913
Q07913,P20486
P04233,O95071
O95071,P04233
P52910,Q08745
Q08745,P52910
P11076,P0C2H7
P0C2H7,P11076
O95714,O43933
O43933,O95714
O13670,O74427
O74427,O13670
P33400,Q08182
Q08182,P33400
Q9BTL4,O75152
O75152,Q9BTL4
P09064,P33418
P33418,P09064
Q08380,O00308
O00308,Q08380
Q12373,P25644
P25644,Q12373
P45758,P52143
P52143,P45758
Q96L08,Q6ZP80
Q6ZP80,Q96L08
P40344,P53272
P53272,P40344
P32167,Q47272
Q47272,P32167
Q8W4D0,Q9SXY0
Q9SXY0,Q8W4D0
P31689,Q4G0J3
Q4G0J3,P31689
P06242,Q04734
Q04734,P06242
P53911,P51862
P51862,P53911
P53741,P33299
P33299,P53741
P33992,P37840
P37840,P33992
Q9UT41,O13601
O13601,Q9UT41
P07012,P0AFZ3
P0AFZ3,P07012
P53280,P21242
P21242,P53280
Q99956,P30519
P30519,Q99956
Q9H444,O75955
O75955,Q9H444
P39940,P15731
P15731,P39940
P53271,P53195
P53195,P53271
Q9LJF3,Q9FG24
Q9FG24,Q9LJF3
P71244,P0A9U8
P0A9U8,P71244
P38764,Q03940
Q03940,P38764
Q12034,Q3E7A7
Q3E7A7,Q12034
P35240,P01112
P01112,P35240
P32569,P31111
P31111,P32569
Q8N766,P35232
P35232,Q8N766
Q05549,P33748
P33748,Q05549
Q16643,P08621
P08621,Q16643
P38631,P39940
P39940,P38631
Q9SEI3,Q42340
Q42340,Q9SEI3
P51981,P0A6N4
P0A6N4,P51981
O14908,Q01995
Q01995,O14908
Q12386,P48570
P48570,Q12386
P02751,P12268
P12268,P02751
Q05549,P54784
P54784,Q05549
P32798,P0CS90
P0CS90,P32798
Q8R3V5,O55106
O55106,Q8R3V5
P25454,P35187
P35187,P25454
P0DTD1,Q12788
Q12788,P0DTD1
P29474,P29474
Q9UKB1,Q5BKZ1
Q5BKZ1,Q9UKB1
P02452,P17936
P17936,P02452
Q9Y679,P0DTD1
P0DTD1,Q9Y679
Q96WW4,Q9Y7J8
Q9Y7J8,Q96WW4
Q9BRD0,Q9Y388
Q9Y388,Q9BRD0
Q9H1A4,Q8NDV7
Q8NDV7,Q9H1A4
Q9BXS5,Q9UHP6
Q9UHP6,Q9BXS5
O95817,Q9NZH7
Q9NZH7,O95817
P0AE95,P06968
P06968,P0AE95
O96017,P62875
P62875,O96017
P36002,P32580
P32580,P36002
Q04637,Q14694
Q14694,Q04637
P53914,Q06512
Q06512,P53914
P32873,Q05785
Q05785,P32873
P69451,P69776
P69776,P69451
P0A9H9,P71243
P71243,P0A9H9
O75131,P08579
P08579,O75131
O74191,Q9P7T9
Q9P7T9,O74191
Q9BZ95,P63279
P63279,Q9BZ95
P0A6U8,P0ADV9
P0ADV9,P0A6U8
Q12873,O15350
O15350,Q12873
Q05776,Q04013
Q04013,Q05776
P38779,Q05022
Q05022,P38779
P38270,P21190
P21190,P38270
P38273,P33420
P33420,P38273
P27614,Q12432
Q12432,P27614
P38041,P25357
P25357,P38041
Q8NI60,O75208
O75208,Q8NI60
P56389,O08992
O08992,P56389
Q09172,O94504
O94504,Q09172
P07207,P28159
P28159,P07207
Q08963,P36048
P36048,Q08963
P07884,P29056
P29056,P07884
P50102,Q8TGU0
Q8TGU0,P50102
Q9BXK5,O75841
O75841,Q9BXK5
P23877,P0AFN2
P0AFN2,P23877
P38736,P53191
P53191,P38736
P47027,P38798
P38798,P47027
P39685,P32790
P32790,P39685
P29539,Q05451
Q05451,P29539
Q6ZRK6,Q9H2C0
Q9H2C0,Q6ZRK6
Q08236,P09959
P09959,Q08236
P35659,P62805
P62805,P35659
Q9H8V3,Q8TBF2
Q8TBF2,Q9H8V3
Q99299,P17255
P17255,Q99299
P01106,O00442
O00442,P01106
P24583,P48559
P48559,P24583
Q8TBB1,P67936
P67936,Q8TBB1
P04037,P08067
P08067,P04037
P40529,P38176
P38176,P40529
Q8LBM2,Q9C983
Q9C983,Q8LBM2
P43577,Q99278
Q99278,P43577
P53731,P53250
P53250,P53731
P48348,Q38945
Q38945,P48348
Q9UT08,Q10411
Q10411,Q9UT08
P60010,P43123
P43123,P60010
O14011,O94316
O94316,O14011
Q07279,Q8VDQ8
Q8VDQ8,Q07279
P15030,P56258
P56258,P15030
P62841,P61247
P61247,P62841
P48563,P38255
P38255,P48563
P25555,P05738
P05738,P25555
Q969H0,P01116
P01116,Q969H0
P05749,P0CY05
P0CY05,P05749
P05749,P0CY03
P0CY03,P05749
P05749,P0CY02
P0CY02,P05749
Q03771,P40471
P40471,Q03771
P41806,Q12139
Q12139,P41806
P32910,P25357
P25357,P32910
Q9D8B3,P53990
P53990,Q9D8B3
P27348,P23528
P23528,P27348
P38872,O94742
O94742,P38872
P38247,P47061
P47061,P38247
P25373,P32259
P32259,P25373
P0AA04,P64448
P64448,P0AA04
P54784,P48560
P48560,P54784
P23254,P43582
P43582,P23254
P62191,P35998
P35998,P62191
Q63HN8,P0CG48
P0CG48,Q63HN8
P61962,Q9NRR6
Q9NRR6,P61962
Q12432,P53846
P53846,Q12432
P46971,Q02159
Q02159,P46971
P13473,Q9BWM7
Q9BWM7,P13473
P06243,P25358
P25358,P06243
Q61730,P13504
P13504,Q61730
P38199,P12753
P12753,P38199
P0AAH4,P0ADE4
P0ADE4,P0AAH4
Q9Y2D8,Q9BY89
Q9BY89,Q9Y2D8
Q9NS75,Q8TBB1
Q8TBB1,Q9NS75
Q13490,Q92990
Q92990,Q13490
P0AFN2,P0AAH0
P0AAH0,P0AFN2
P52789,Q69YN4
Q69YN4,P52789
Q9P0M6,Q9BXY0
Q9BXY0,Q9P0M6
Q14008,Q6UY01
Q6UY01,Q14008
Q32P51,P09651
P09651,Q32P51
Q9UKV5,Q99942
Q99942,Q9UKV5
P08173,Q86TW2
Q86TW2,P08173
P32121,P62913
P62913,P32121
Q12873,Q13422
Q13422,Q12873
P31384,Q03796
Q03796,P31384
Q95RJ9,P18289
P18289,Q95RJ9
Q9M0V3,O22607
O22607,Q9M0V3
P13365,P11972
P11972,P13365
P49777,P87236
P87236,P49777
P38353,Q12071
Q12071,P38353
P38699,Q12328
Q12328,P38699
Q2TBE0,P14373
P14373,Q2TBE0
P05455,P67809
P67809,P05455
P25705,Q9Y3D7
Q9Y3D7,P25705
O13810,Q92398
Q92398,O13810
O88712,Q6P1G2
Q6P1G2,O88712
Q7Z6Z7,P06748
P06748,Q7Z6Z7
Q7L2J0,P84103
P84103,Q7L2J0
Q9H244,O75915
O75915,Q9H244
P52893,P23301
P23301,P52893
P77170,P30014
P30014,P77170
Q02630,P30822
P30822,Q02630
P36105,P32610
P32610,P36105
P10809,O75356
O75356,P10809
Q14449,P06213
P06213,Q14449
P53691,P28707
P28707,P53691
O60861,P42768
P42768,O60861
P0ACF8,P23843
P23843,P0ACF8
P50542,Q9NPL8
Q9NPL8,P50542
P49116,P60866
P60866,P49116
Q9NX47,Q15390
Q15390,Q9NX47
P31061,P42641
P42641,P31061
Q9NXW2,P49768
P49768,Q9NXW2
O14498,Q9GZU3
Q9GZU3,O14498
Q03280,P04840
P04840,Q03280
P33754,P47048
P47048,P33754
P39926,Q03785
Q03785,P39926
O95994,P62820
P62820,O95994
P49721,P11216
P11216,P49721
P06182,P38691
P38691,P06182
Q13200,P54578
P54578,Q13200
P43535,Q12038
Q12038,P43535
Q9HCE5,P13010
P13010,Q9HCE5
Q99247,P38187
P38187,Q99247
P25635,Q8N4C7
Q8N4C7,P25635
B2RWS6,P02340
P02340,B2RWS6
P10771,P22981
P22981,P10771
P30283,P38915
P38915,P30283
P0A9A6,P0AGK4
P0AGK4,P0A9A6
Q9W5N2,P46223
P46223,Q9W5N2
Q96GG9,P31151
P31151,Q96GG9
Q15118,Q9BRT2
Q9BRT2,Q15118
P0A6T3,P32716
P32716,P0A6T3
Q12510,Q03465
Q03465,Q12510
Q08822,P32505
P32505,Q08822
Q12149,P32916
P32916,Q12149
Q8NE71,Q6P2Q9
Q6P2Q9,Q8NE71
P32607,P09959
P09959,P32607
Q06406,P38334
P38334,Q06406
Q10197,O42839
O42839,Q10197
P61244,Q01860
Q01860,P61244
Q92831,Q12824
Q12824,Q92831
Q9FII5,Q9FL63
Q9FL63,Q9FII5
P0ADH5,P64602
P64602,P0ADH5
P46985,P38842
P38842,P46985
O94742,P38915
P38915,O94742
Q03957,P33749
P33749,Q03957
Q93074,Q15650
Q15650,Q93074
Q86YD7,Q9UBB9
Q9UBB9,Q86YD7
P0ACG4,P31473
P31473,P0ACG4
Q8VYK7,Q9ZPR1
Q9ZPR1,Q8VYK7
P25651,P32325
P32325,P25651
Q9H9F9,Q9Y5K5
Q9Y5K5,Q9H9F9
Q09838,P87156
P87156,Q09838
P13574,P34761
P34761,P13574
Q8N5I9,P60122
P60122,Q8N5I9
P32522,P22579
P22579,P32522
P40344,Q04599
Q04599,P40344
Q9BRP7,Q9UGJ1
Q9UGJ1,Q9BRP7
P25642,Q01919
Q01919,P25642
P27348,P11142
P11142,P27348
Q9UBQ5,P63244
P63244,Q9UBQ5
Q8WUM0,Q8NFH3
Q8NFH3,Q8WUM0
Q6NUQ4,Q401N2
Q401N2,Q6NUQ4
P04050,P39940
P39940,P04050
P19073,Q06245
Q06245,P19073
Q5T5C0,Q69YN4
Q69YN4,Q5T5C0
P52919,P39007
P39007,P52919
P38768,P53893
P53893,P38768
P11464,Q92673
Q92673,P11464
P34689,P34283
P34283,P34689
Q6P1J9,Q16695
Q16695,Q6P1J9
P53238,Q00772
Q00772,P53238
P64453,P33919
P33919,P64453
P25632,P43609
P43609,P25632
P16615,P04618
P04618,P16615
P32327,Q3E757
Q3E757,P32327
P36041,P04147
P04147,P36041
Q84VW9,Q9FFT4
Q9FFT4,Q84VW9
Q9UBB6,Q9UBB6
P36009,Q12136
Q12136,P36009
Q9UHI6,Q9Y333
Q9Y333,Q9UHI6
Q01070,P16371
P16371,Q01070
Q9Y297,P35968
P35968,Q9Y297
O60244,P62875
P62875,O60244
P31552,P30143
P30143,P31552
O75011,O36027
O36027,O75011
P53632,P32828
P32828,P53632
P50750,P10809
P10809,P50750
P61081,Q13564
Q13564,P61081
P77690,P16256
P16256,P77690
O14965,Q8TEU7
Q8TEU7,O14965
P53199,Q12216
Q12216,P53199
P31383,Q00362
Q00362,P31383
P32598,P34758
P34758,P32598
Q04183,P38555
P38555,Q04183
Q8AYS8,O57535
O57535,Q8AYS8
Q09836,O42874
O42874,Q09836
Q08118,P40504
P40504,Q08118
Q9H7X7,Q9BW83
Q9BW83,Q9H7X7
P0DTC3,Q9UKG1
Q9UKG1,P0DTC3
P68209,Q9SKP6
Q9SKP6,P68209
Q9Z0Y1,O00159
O00159,Q9Z0Y1
P46673,P35187
P35187,P46673
P32744,Q9XTF3
Q9XTF3,P32744
Q96KQ4,P36873
P36873,Q96KQ4
P38711,Q06245
Q06245,P38711
P46531,Q13761
Q13761,P46531
P23877,P62615
P62615,P23877
P53858,P38959
P38959,P53858
Q92905,O60884
O60884,Q92905
P21645,P0AG93
P0AG93,P21645
Q14103,P40337
P40337,Q14103
Q9BZE0,P04049
P04049,Q9BZE0
P11279,Q8TCJ2
Q8TCJ2,P11279
Q12494,P32490
P32490,Q12494
P40094,P40361
P40361,P40094
Q01519,P40547
P40547,Q01519
P22224,P32867
P32867,P22224
P0C7T5,Q3LI59
Q3LI59,P0C7T5
Q9CZ42,Q4ACU6
Q4ACU6,Q9CZ42
Q09838,Q10166
Q10166,Q09838
P53081,P14736
P14736,P53081
P01120,P53316
P53316,P01120
Q00582,P34239
P34239,Q00582
Q46899,P36649
P36649,Q46899
Q9P2P5,Q99496
Q99496,Q9P2P5
P54811,P54812
P54812,P54811
P25694,P12753
P12753,P25694
P03928,P30049
P30049,P03928
Q01454,P19812
P19812,Q01454
Q9Y605,Q9Y3D7
Q9Y3D7,Q9Y605
P01100,P15559
P15559,P01100
Q06628,P06782
P06782,Q06628
O13945,Q9P7H4
Q9P7H4,O13945
P28707,P32343
P32343,P28707
P00546,P40020
P40020,P00546
Q9HE09,Q09699
Q09699,Q9HE09
P46934,Q8IWU6
Q8IWU6,P46934
P09831,P33231
P33231,P09831
Q92731,Q969G3
Q969G3,Q92731
O15287,Q13813
Q13813,O15287
